USI,Cohort,eaf.max
NA19922,HGDP + 1KG,AFR
NA19923,HGDP + 1KG,AFR
NA19982,HGDP + 1KG,AFR
NA19984,HGDP + 1KG,AFR
NA20126,HGDP + 1KG,AFR
NA20127,HGDP + 1KG,AFR
NA20276,HGDP + 1KG,AFR
NA20281,HGDP + 1KG,AFR
NA20282,HGDP + 1KG,AFR
NA20287,HGDP + 1KG,AFR
NA20289,HGDP + 1KG,AFR
NA20291,HGDP + 1KG,AFR
NA20294,HGDP + 1KG,AFR
NA20296,HGDP + 1KG,AFR
NA20298,HGDP + 1KG,AFR
NA20318,HGDP + 1KG,AFR
NA20320,HGDP + 1KG,AFR
NA20332,HGDP + 1KG,AFR
NA20334,HGDP + 1KG,AFR
NA20339,HGDP + 1KG,AFR
NA20340,HGDP + 1KG,AFR
NA20342,HGDP + 1KG,AFR
NA20346,HGDP + 1KG,AFR
NA20348,HGDP + 1KG,AFR
NA20351,HGDP + 1KG,AFR
NA20356,HGDP + 1KG,AFR
NA20357,HGDP + 1KG,AFR
NA20359,HGDP + 1KG,AFR
NA20412,HGDP + 1KG,AFR
NA20502,HGDP + 1KG,EUR
NA20503,HGDP + 1KG,EUR
NA20504,HGDP + 1KG,EUR
NA20505,HGDP + 1KG,EUR
NA20507,HGDP + 1KG,EUR
NA20508,HGDP + 1KG,EUR
NA20509,HGDP + 1KG,EUR
NA20510,HGDP + 1KG,EUR
NA20511,HGDP + 1KG,EUR
NA20512,HGDP + 1KG,EUR
NA20513,HGDP + 1KG,EUR
NA20514,HGDP + 1KG,EUR
NA20515,HGDP + 1KG,EUR
NA20516,HGDP + 1KG,EUR
NA20517,HGDP + 1KG,EUR
NA20518,HGDP + 1KG,EUR
NA20519,HGDP + 1KG,EUR
NA20520,HGDP + 1KG,EUR
NA20521,HGDP + 1KG,EUR
NA20522,HGDP + 1KG,EUR
NA20524,HGDP + 1KG,EUR
NA20525,HGDP + 1KG,EUR
NA20527,HGDP + 1KG,EUR
NA20528,HGDP + 1KG,EUR
NA20529,HGDP + 1KG,EUR
NA20531,HGDP + 1KG,EUR
NA20532,HGDP + 1KG,EUR
NA20534,HGDP + 1KG,EUR
NA20535,HGDP + 1KG,EUR
NA20536,HGDP + 1KG,EUR
NA20538,HGDP + 1KG,EUR
NA20539,HGDP + 1KG,EUR
NA20540,HGDP + 1KG,EUR
NA20541,HGDP + 1KG,EUR
NA20542,HGDP + 1KG,EUR
NA20543,HGDP + 1KG,EUR
NA20544,HGDP + 1KG,EUR
NA20581,HGDP + 1KG,EUR
NA20582,HGDP + 1KG,EUR
NA20585,HGDP + 1KG,EUR
NA20586,HGDP + 1KG,EUR
NA20587,HGDP + 1KG,EUR
NA20588,HGDP + 1KG,EUR
NA20589,HGDP + 1KG,EUR
NA20752,HGDP + 1KG,EUR
NA20753,HGDP + 1KG,EUR
NA20754,HGDP + 1KG,EUR
NA20755,HGDP + 1KG,EUR
NA20756,HGDP + 1KG,EUR
NA20757,HGDP + 1KG,EUR
NA20758,HGDP + 1KG,EUR
NA20759,HGDP + 1KG,EUR
NA20760,HGDP + 1KG,EUR
NA20761,HGDP + 1KG,EUR
NA20762,HGDP + 1KG,EUR
NA20763,HGDP + 1KG,EUR
NA20764,HGDP + 1KG,EUR
NA20765,HGDP + 1KG,EUR
NA20766,HGDP + 1KG,EUR
NA20767,HGDP + 1KG,EUR
NA20768,HGDP + 1KG,EUR
NA20769,HGDP + 1KG,EUR
NA20770,HGDP + 1KG,EUR
NA20771,HGDP + 1KG,EUR
NA20772,HGDP + 1KG,EUR
NA20773,HGDP + 1KG,EUR
NA20774,HGDP + 1KG,EUR
NA20775,HGDP + 1KG,EUR
NA20778,HGDP + 1KG,EUR
NA20783,HGDP + 1KG,EUR
NA20785,HGDP + 1KG,EUR
NA20786,HGDP + 1KG,EUR
NA20787,HGDP + 1KG,EUR
NA20790,HGDP + 1KG,EUR
NA20792,HGDP + 1KG,EUR
NA20795,HGDP + 1KG,EUR
NA20796,HGDP + 1KG,EUR
NA20797,HGDP + 1KG,EUR
NA20798,HGDP + 1KG,EUR
NA20799,HGDP + 1KG,EUR
NA20800,HGDP + 1KG,EUR
NA20801,HGDP + 1KG,EUR
NA20802,HGDP + 1KG,EUR
NA20803,HGDP + 1KG,EUR
NA20804,HGDP + 1KG,EUR
NA20805,HGDP + 1KG,EUR
NA20806,HGDP + 1KG,EUR
NA20807,HGDP + 1KG,EUR
NA20808,HGDP + 1KG,EUR
NA20809,HGDP + 1KG,EUR
NA20810,HGDP + 1KG,EUR
NA20811,HGDP + 1KG,EUR
NA20812,HGDP + 1KG,EUR
NA20813,HGDP + 1KG,EUR
NA20814,HGDP + 1KG,EUR
NA20815,HGDP + 1KG,EUR
NA20818,HGDP + 1KG,EUR
NA20819,HGDP + 1KG,EUR
NA20821,HGDP + 1KG,EUR
NA20822,HGDP + 1KG,EUR
NA20826,HGDP + 1KG,EUR
NA20827,HGDP + 1KG,EUR
NA20828,HGDP + 1KG,EUR
NA20845,HGDP + 1KG,CSA
NA20846,HGDP + 1KG,CSA
NA20847,HGDP + 1KG,CSA
NA20849,HGDP + 1KG,CSA
NA20850,HGDP + 1KG,CSA
NA20851,HGDP + 1KG,CSA
NA20852,HGDP + 1KG,CSA
NA20853,HGDP + 1KG,CSA
NA20854,HGDP + 1KG,CSA
NA20856,HGDP + 1KG,CSA
NA20858,HGDP + 1KG,CSA
NA20859,HGDP + 1KG,CSA
NA20861,HGDP + 1KG,CSA
NA20862,HGDP + 1KG,CSA
NA20863,HGDP + 1KG,CSA
NA20864,HGDP + 1KG,CSA
NA20866,HGDP + 1KG,CSA
NA20867,HGDP + 1KG,CSA
NA20868,HGDP + 1KG,CSA
NA20869,HGDP + 1KG,CSA
NA20870,HGDP + 1KG,CSA
NA20872,HGDP + 1KG,CSA
NA20874,HGDP + 1KG,CSA
NA20875,HGDP + 1KG,CSA
NA20876,HGDP + 1KG,CSA
NA20877,HGDP + 1KG,CSA
NA20878,HGDP + 1KG,CSA
NA20881,HGDP + 1KG,CSA
NA20882,HGDP + 1KG,CSA
NA20884,HGDP + 1KG,CSA
NA20885,HGDP + 1KG,CSA
NA20886,HGDP + 1KG,CSA
NA20887,HGDP + 1KG,CSA
NA20888,HGDP + 1KG,CSA
NA20889,HGDP + 1KG,CSA
NA20890,HGDP + 1KG,CSA
NA20892,HGDP + 1KG,CSA
NA20894,HGDP + 1KG,CSA
NA20895,HGDP + 1KG,CSA
NA20896,HGDP + 1KG,CSA
NA20897,HGDP + 1KG,CSA
NA20899,HGDP + 1KG,CSA
NA20901,HGDP + 1KG,CSA
NA20902,HGDP + 1KG,CSA
NA20903,HGDP + 1KG,CSA
NA20904,HGDP + 1KG,CSA
NA20905,HGDP + 1KG,CSA
NA20906,HGDP + 1KG,CSA
NA20908,HGDP + 1KG,CSA
NA20910,HGDP + 1KG,CSA
NA20911,HGDP + 1KG,CSA
NA21086,HGDP + 1KG,CSA
NA21087,HGDP + 1KG,CSA
NA21088,HGDP + 1KG,CSA
NA21089,HGDP + 1KG,CSA
NA21090,HGDP + 1KG,CSA
NA21091,HGDP + 1KG,CSA
NA21092,HGDP + 1KG,CSA
NA21093,HGDP + 1KG,CSA
NA21094,HGDP + 1KG,CSA
NA21095,HGDP + 1KG,CSA
NA21097,HGDP + 1KG,CSA
NA21098,HGDP + 1KG,CSA
NA21099,HGDP + 1KG,CSA
NA21100,HGDP + 1KG,CSA
NA21101,HGDP + 1KG,CSA
NA21102,HGDP + 1KG,CSA
NA21103,HGDP + 1KG,CSA
NA21104,HGDP + 1KG,CSA
NA21105,HGDP + 1KG,CSA
NA21106,HGDP + 1KG,CSA
NA21107,HGDP + 1KG,CSA
NA21108,HGDP + 1KG,CSA
NA21109,HGDP + 1KG,CSA
NA21110,HGDP + 1KG,CSA
NA21111,HGDP + 1KG,CSA
NA21112,HGDP + 1KG,CSA
NA21113,HGDP + 1KG,CSA
NA21114,HGDP + 1KG,CSA
NA21115,HGDP + 1KG,CSA
NA21116,HGDP + 1KG,CSA
NA21117,HGDP + 1KG,CSA
NA21118,HGDP + 1KG,CSA
NA21119,HGDP + 1KG,CSA
NA21120,HGDP + 1KG,CSA
NA21122,HGDP + 1KG,CSA
NA21123,HGDP + 1KG,CSA
NA21124,HGDP + 1KG,CSA
NA21125,HGDP + 1KG,CSA
NA21126,HGDP + 1KG,CSA
NA21127,HGDP + 1KG,CSA
NA21128,HGDP + 1KG,CSA
NA21129,HGDP + 1KG,CSA
NA21130,HGDP + 1KG,CSA
NA21133,HGDP + 1KG,CSA
NA21137,HGDP + 1KG,CSA
NA21141,HGDP + 1KG,CSA
NA21142,HGDP + 1KG,CSA
NA21143,HGDP + 1KG,CSA
NA21144,HGDP + 1KG,CSA
SS6004468,HGDP + 1KG,EUR
SS6004470,HGDP + 1KG,AFR
SS6004475,HGDP + 1KG,AFR
SS6004476,HGDP + 1KG,AMR
PAUXCD,De novo AML,EUR
PAVVCS,De novo AML,EUR
PAWSBW,De novo AML,AFR
PAVWEA,De novo AML,EUR
PAXCVR,De novo AML,AFR
PAWTSM,De novo AML,EUR
PAXDGH,De novo AML,AFR
PAYTYZ,DS-AML,AMR
PAWKLE,De novo AML,EUR
PAWRJN,TAM,AMR
PAXGTM,De novo AML,EUR
PAWKFB,TAM,EUR
PAWSYM,De novo AML,MID
PAXBSE,De novo AML,EUR
PAVANE,De novo AML,EUR
PAWNFJ,De novo AML,EUR
PAYNZJ,DS-AML,AMR
PAWZZS,De novo AML,EUR
PAUXRA,De novo AML,EUR
PAUYDT,De novo AML,EUR
PAVNZU,De novo AML,EUR
PAXGXR,De novo AML,EUR
PAVIGB,De novo AML,AMR
PAUPXH,De novo AML,EUR
PAWYEK,De novo AML,EUR
PAVHXU,De novo AML,EUR
PAYBLS,DS-AML,EUR
PAWZKW,De novo AML,EUR
PAVDVV,De novo AML,AFR
PAVAGA,De novo AML,EUR
PAVNAN,De novo AML,AMR
PAWLKP,De novo AML,EUR
PAWVGF,De novo AML,EUR
PAXEKE,De novo AML,EUR
PAXWGW,TAM,EUR
PAURAS,De novo AML,EUR
PAWCJK,De novo AML,EUR
PAWMGT,De novo AML,EUR
PAWTNN,De novo AML,EUR
PAVKEM,De novo AML,AMR
PAXKEZ,De novo AML,EAS
PAWNHU,De novo AML,EUR
PATSBU,TAM,EUR
PAVTLN,De novo AML,EUR
PAWABG,De novo AML,EUR
PAUSCS,De novo AML,EUR
PAVDRG,De novo AML,EUR
PAXKRG,DS-AML,AFR
PAVVKU,De novo AML,EUR
PAUYWJ,De novo AML,AMR
PAURWH,De novo AML,AMR
PAUZAM,De novo AML,EUR
PAWBYK,De novo AML,AMR
PAVSVU,De novo AML,AFR
PAWZNG,De novo AML,AFR
PAWIEJ,De novo AML,EUR
PAWSCV,De novo AML,EUR
PAVBYN,De novo AML,EUR
PAXUTK,DS-AML,AMR
PAWDCZ,De novo AML,EUR
PAUYFL,De novo AML,EUR
PAWYUC,De novo AML,EUR
PAVDGM,De novo AML,EUR
PAVAWS,De novo AML,EAS
PAXJTM,De novo AML,EUR
PAXGNI,De novo AML,EUR
PAVNFA,De novo AML,EUR
PAWSKR,De novo AML,EUR
PAUMCV,De novo AML,EUR
PAVACZ,De novo AML,EUR
PAWRUX,De novo AML,EAS
PAXDHL,De novo AML,EUR
PAXZPS,DS-AML,EUR
PAVJRF,De novo AML,AMR
PAWUBZ,De novo AML,CSA
PAVZTJ,De novo AML,AMR
PAVWVT,De novo AML,EUR
PAWESF,De novo AML,EUR
PAVWBW,De novo AML,CSA
PAVZIB,De novo AML,MID
PAWDNF,De novo AML,EUR
PAWRUK,De novo AML,EUR
PAVDVU,De novo AML,AFR
PAXJGS,De novo AML,EUR
PAWYJF,De novo AML,EUR
PAWGHI,TAM,EUR
PAUUPR,De novo AML,EAS
PAVSIZ,De novo AML,EUR
PAVCCG,De novo AML,EAS
PAVLZB,DS-AML,EUR
PAVCVG,TAM,AMR
PAVJCJ,De novo AML,EUR
PAWVLI,De novo AML,EUR
PAWIAT,De novo AML,EUR
PAUZSY,De novo AML,EUR
PAXYNI,DS-AML,EUR
PAXAKF,De novo AML,EUR
PAVBWL,De novo AML,EUR
PAXHPH,De novo AML,EUR
PAXMLI,De novo AML,EUR
PAXCWR,De novo AML,AMR
PAVFWI,De novo AML,EAS
PAWRPD,De novo AML,AMR
PAUIPM,De novo AML,EUR
PAWBRP,De novo AML,EUR
PAVBCV,De novo AML,AMR
PAWRSU,De novo AML,EUR
PAWWUN,De novo AML,EUR
PAVSIX,De novo AML,EUR
PAWXYG,De novo AML,AMR
PAUZVW,De novo AML,AFR
PAWBUN,De novo AML,EUR
PAWKGX,De novo AML,AFR
PAXCFI,De novo AML,AFR
PAWFRK,De novo AML,AMR
PAVSHX,De novo AML,EUR
PAWMGH,De novo AML,EUR
PAYSHP,DS-AML,AMR
PAXBXI,De novo AML,EUR
PAUXKI,De novo AML,EUR
PAXHDZ,TAM,AMR
PAXBZH,De novo AML,EUR
PAWCXR,De novo AML,AMR
PAVCJB,De novo AML,AMR
PAWIHN,De novo AML,EAS
PAWCBJ,De novo AML,EUR
PAXCYN,De novo AML,EUR
PAUZTH,De novo AML,EUR
PAVUVI,De novo AML,AMR
PAWIZG,De novo AML,AMR
PAVXEL,De novo AML,EUR
PAUYHB,De novo AML,EUR
PAURKG,De novo AML,AMR
PAVVAM,De novo AML,AFR
PAWYZR,De novo AML,EUR
PAVMNA,De novo AML,EUR
PAYSZI,DS-AML,AMR
PAWEAN,De novo AML,EAS
PAWDKU,De novo AML,EUR
PAWREX,De novo AML,EUR
PAWVNF,TAM,EUR
PATDDX,TAM,EAS
PAVIDK,De novo AML,EUR
PAUTWE,De novo AML,EUR
PAXZFH,DS-AML,EUR
PAUJMC,De novo AML,EUR
PAUXYG,De novo AML,EUR
PAWUKE,De novo AML,EUR
PAXMFG,De novo AML,EUR
PAWYKF,TAM,EUR
PAVHCV,De novo AML,AFR
PAVUUU,De novo AML,EUR
PAVWRI,De novo AML,EUR
PAXIPJ,De novo AML,EUR
PAUVBZ,De novo AML,AFR
PAVLPL,De novo AML,AFR
PAWHZX,De novo AML,EAS
PAUUXA,De novo AML,EUR
PAWBSF,De novo AML,EUR
PAXLXJ,De novo AML,EUR
PAXLDI,De novo AML,EUR
PAWLUX,De novo AML,EUR
PAWNKT,De novo AML,AFR
PAWEYY,De novo AML,EUR
PAXYCB,De novo AML,EUR
PAWZAU,De novo AML,EUR
PAWXWC,De novo AML,EUR
PAXLNX,De novo AML,AFR
PAVZIF,De novo AML,EUR
PAVGDM,De novo AML,EUR
PAXMCH,De novo AML,EUR
PAXVJC,De novo AML,EUR
PAUNSV,De novo AML,AFR
PAURUT,De novo AML,EUR
PAVRJP,De novo AML,EUR
PAVFKS,De novo AML,EUR
PAUVZD,De novo AML,AFR
PAWWMJ,De novo AML,EUR
PAWNZJ,De novo AML,EUR
PAXGIY,De novo AML,EUR
PAWWYV,De novo AML,EUR
PAYBSY,De novo AML,EUR
PAVAAS,De novo AML,AFR
PAXGRE,De novo AML,EUR
PAXACY,De novo AML,EUR
PAUWPW,De novo AML,EUR
PAUXLK,De novo AML,EUR
PAWTBX,De novo AML,AFR
PAXGIX,De novo AML,EUR
PAVNVA,De novo AML,AFR
PAUWUZ,De novo AML,MID
PAVEZN,De novo AML,EUR
PASZBH,TAM,AMR
PAXMRA,De novo AML,EUR
PAUKTL,TAM,EUR
PAURRC,De novo AML,AMR
PAWWJN,De novo AML,EAS
PAXIKD,De novo AML,AFR
PAVUPS,De novo AML,EUR
PAWLTG,De novo AML,EUR
PAXIKL,De novo AML,AFR
PAWMAV,De novo AML,AFR
PAXIEG,De novo AML,AMR
PAVGEV,De novo AML,EUR
PAVPKA,De novo AML,EUR
PAVLYV,De novo AML,EUR
PAXHTS,De novo AML,EUR
PAXMIJ,De novo AML,EUR
PAVWUU,De novo AML,EUR
PAWKHN,De novo AML,EUR
PAVHNV,De novo AML,EUR
PAVCNU,De novo AML,CSA
PAWIWJ,De novo AML,EUR
PAVDBT,De novo AML,EUR
PAVIYH,De novo AML,EUR
PAUSBA,De novo AML,EUR
PAUWRZ,De novo AML,EUR
PAWWPA,De novo AML,EUR
PAWKLB,De novo AML,EUR
PAVNHN,De novo AML,EAS
PAXICE,De novo AML,EUR
PAVDAB,De novo AML,EUR
PAVPCA,De novo AML,AMR
PAWLKE,De novo AML,EUR
PAVYVH,De novo AML,AMR
PAVNVF,De novo AML,EUR
PAXCWZ,De novo AML,EUR
PAWNXH,De novo AML,AFR
PAWEKW,De novo AML,EUR
PAUZTM,De novo AML,EUR
PAXGGM,De novo AML,AMR
PAWLII,De novo AML,AMR
PAYGFI,DS-AML,EUR
PAVCMR,De novo AML,EUR
PAWTSD,De novo AML,EUR
PAXJYG,TAM,AMR
PAVWJV,De novo AML,EUR
PAXHVP,TAM,EUR
PAWUEW,De novo AML,EUR
PAXHZD,De novo AML,EUR
PAUSFM,De novo AML,AMR
PAXCNV,De novo AML,AFR
PAVXEB,De novo AML,EUR
PAUNHG,De novo AML,AFR
PAWFZT,De novo AML,AMR
PAVYTI,De novo AML,EUR
PAVNIX,De novo AML,EUR
PAWNGC,De novo AML,AMR
PAXCKK,De novo AML,EUR
PAVMNK,De novo AML,EUR
PAVMIY,De novo AML,EUR
PAUYAE,De novo AML,EUR
PAXMKS,DS-AML,AFR
PAWIIK,De novo AML,EUR
PAVLWY,De novo AML,EUR
PAWPET,De novo AML,EUR
PAXGDG,De novo AML,AMR
PAXGES,De novo AML,EUR
PAXHZL,De novo AML,EUR
PAXKRR,De novo AML,EUR
PAWWEI,De novo AML,EAS
PAVSED,De novo AML,AFR
PAWUTL,De novo AML,AMR
PAVUBN,De novo AML,EUR
PAVXZH,De novo AML,EUR
PAWTDZ,De novo AML,AMR
PAVKEX,De novo AML,EUR
PAXUDJ,DS-AML,EUR
PAWFEM,De novo AML,EUR
PAVALI,De novo AML,AFR
PAUULL,De novo AML,AMR
PAVGJG,De novo AML,EUR
PATUHH,TAM,AMR
PAUTGJ,De novo AML,EUR
PAXDMP,De novo AML,EUR
PAWMII,De novo AML,EUR
PAWCAY,TAM,EUR
PAWJDZ,TAM,EUR
PAUUHV,De novo AML,EUR
PAVKPK,De novo AML,EUR
PAWSJC,De novo AML,AFR
PAVTRM,De novo AML,EUR
PAXARD,De novo AML,EUR
PAWPMA,De novo AML,CSA
PAVPJC,TAM,AMR
PAVLJH,De novo AML,EUR
PAWLUE,De novo AML,EUR
PAUWEW,De novo AML,EUR
PAUUZT,De novo AML,EUR
PAWNBB,De novo AML,AMR
PAWXCM,De novo AML,AFR
PAYUSS,DS-AML,EUR
PAXEWD,De novo AML,AFR
PAWYII,TAM,EUR
PAVAZT,De novo AML,EUR
PAYHIA,DS-AML,EUR
PAXJAA,De novo AML,AFR
PAUNDC,De novo AML,EUR
PAVULK,De novo AML,EUR
PAVLWV,De novo AML,EUR
PAWWZL,De novo AML,EUR
PAWIVB,De novo AML,AFR
PAXDDY,De novo AML,EUR
PAXLBH,De novo AML,AMR
PAYBEI,DS-AML,EUR
PAWEAD,De novo AML,EUR
PAWDTX,De novo AML,EUR
PAUSKR,De novo AML,EUR
PAULRS,De novo AML,EUR
PAWRGZ,De novo AML,EUR
PAXHDA,De novo AML,AFR
PAVLAE,De novo AML,EUR
PAVLSH,De novo AML,EUR
PAWBAS,De novo AML,EAS
PAWWEE,De novo AML,EUR
PAWLAN,De novo AML,EUR
PAWUMM,De novo AML,EUR
PAURVI,De novo AML,AFR
PAWPVR,De novo AML,EUR
PAXLEF,De novo AML,AMR
PAXDXW,De novo AML,AMR
PAVXUR,De novo AML,AFR
PAWERN,De novo AML,EUR
PAVZJX,De novo AML,EUR
PAVZNG,De novo AML,EUR
PAVHWZ,De novo AML,EUR
PAUZRX,De novo AML,AFR
PAWSNZ,TAM,EUR
PAXMPG,De novo AML,EUR
PAUXUA,De novo AML,EUR
PAXBNE,De novo AML,EUR
PAVGAM,De novo AML,EUR
PAWCKH,De novo AML,AFR
PAVGIV,De novo AML,AFR
PAUPNA,De novo AML,EUR
PAWLER,De novo AML,AFR
PAUJSX,TAM,EUR
PAWLEB,De novo AML,EUR
PAWBSJ,De novo AML,EAS
PAWYKA,De novo AML,AMR
PAVUZN,De novo AML,EUR
PAVXZL,De novo AML,EUR
PAUVAT,De novo AML,EUR
PAVSNL,De novo AML,AFR
PAXSLV,DS-AML,EUR
PAXKES,De novo AML,EUR
PAWSED,De novo AML,EUR
PAVNUW,De novo AML,AFR
PAWEFF,De novo AML,EUR
PAVVPL,TAM,EUR
PAYBKY,De novo AML,EUR
PAVDXS,De novo AML,EUR
PAWCKI,De novo AML,EUR
PAWUWJ,De novo AML,EUR
PAXJYU,De novo AML,AFR
PAULTY,De novo AML,EUR
PAUMTZ,De novo AML,EUR
PAWMKP,De novo AML,AFR
PAWEUI,TAM,EAS
PAWMKU,De novo AML,EUR
PAWAWL,De novo AML,EUR
PAVSSE,De novo AML,EAS
PAVVTF,De novo AML,EUR
PAULSL,De novo AML,AMR
PAUWHF,De novo AML,EUR
PAXIPM,De novo AML,AMR
PAVDBK,De novo AML,AFR
PAXLGL,De novo AML,EUR
PAWBDK,De novo AML,EUR
PAWWMZ,De novo AML,EUR
PAWDYG,De novo AML,EUR
PAXDSN,De novo AML,EUR
PAXFMH,De novo AML,EUR
PAXIJB,De novo AML,EUR
PAVKAU,De novo AML,EUR
PAWWPI,TAM,AMR
PAUSXS,De novo AML,EUR
PAVLGZ,De novo AML,EUR
PAYTYB,DS-AML,EUR
PAWJDM,De novo AML,EUR
PAVGKS,De novo AML,EUR
PAUSMT,De novo AML,AMR
PAWHJP,De novo AML,EUR
PAVIRD,De novo AML,AMR
PAWMRJ,De novo AML,EUR
PAYBJE,DS-AML,EUR
PAVGUM,De novo AML,AFR
PAVKEY,De novo AML,EUR
PAUZXP,De novo AML,AMR
PAWIEM,De novo AML,EUR
PAUNVK,De novo AML,EUR
PAWMDY,De novo AML,EUR
PAWVGN,De novo AML,EUR
PAVZBM,De novo AML,EUR
PAWSWR,De novo AML,AMR
PAUTIK,De novo AML,EAS
PAVXSH,De novo AML,EUR
PAXCLX,De novo AML,EUR
PAWIUT,De novo AML,EUR
PAWLGJ,De novo AML,AFR
PATMYU,TAM,EUR
PAWGAZ,De novo AML,AFR
PAVHTL,De novo AML,EUR
PAWCIL,De novo AML,AFR
PAVVAT,De novo AML,EUR
PAWJPN,De novo AML,EUR
PAXMPF,De novo AML,EUR
PAXTMP,DS-AML,EUR
PAVRHS,De novo AML,EUR
PAWUUE,De novo AML,EAS
PAVAYD,De novo AML,AFR
PAVYPX,De novo AML,EAS
PAWAFT,De novo AML,AFR
PAXELP,De novo AML,EUR
PAWCGM,De novo AML,EUR
PAWHPL,De novo AML,EUR
PAUFEM,TAM,AMR
PAXWMS,De novo AML,EUR
PAUYEV,De novo AML,EUR
PAVPBC,De novo AML,EUR
PAVAKA,De novo AML,EUR
PAXFDN,De novo AML,EUR
PAXKKC,De novo AML,AMR
PAWHTL,De novo AML,EUR
PAWTHU,De novo AML,EUR
PAVUEF,De novo AML,EUR
PAWMFY,De novo AML,EUR
PAWAMB,De novo AML,EUR
PAXKTN,De novo AML,EUR
PAXKKE,De novo AML,EUR
PAWWWM,De novo AML,EUR
PAXUMA,DS-AML,AMR
PAURLB,De novo AML,EUR
PAVNKI,De novo AML,EUR
PAVRUZ,De novo AML,AFR
PAUWFM,De novo AML,AMR
PAUUKZ,De novo AML,EUR
PAURMW,De novo AML,EUR
PAXVBY,De novo AML,EUR
PAWGCN,De novo AML,EUR
PAXZLP,De novo AML,EAS
PAYABE,DS-AML,EUR
PAWLHJ,De novo AML,EUR
PAWRKX,De novo AML,AMR
PAWTJU,De novo AML,EAS
PAUCWF,TAM,EUR
PAXGHE,De novo AML,EUR
PAWACC,De novo AML,EUR
PAXKSZ,De novo AML,EUR
PAVFDW,De novo AML,EUR
PAWYDD,De novo AML,AFR
PAVENG,De novo AML,EAS
PAXHLD,De novo AML,EUR
PAWZAX,De novo AML,EUR
PAWHAX,De novo AML,EUR
PAUTJD,De novo AML,EUR
PAVUAP,De novo AML,EUR
PAUMGZ,De novo AML,EUR
PAUMIH,De novo AML,AMR
PAXDNI,De novo AML,EUR
PAWECG,De novo AML,EUR
PAXHYL,TAM,EUR
PAUTAG,De novo AML,AMR
PAYCIT,De novo AML,EUR
PAWMKF,De novo AML,EUR
PAVSAN,De novo AML,EAS
PAWURP,De novo AML,AMR
PAWRYC,De novo AML,EUR
PAVCPM,De novo AML,EUR
PAVWNG,De novo AML,AMR
PAUXEH,TAM,AMR
PAUUYJ,De novo AML,EUR
PAWEBC,De novo AML,AFR
PAVGXC,De novo AML,EUR
PAWEVC,De novo AML,EAS
PAXPEY,DS-AML,EUR
PAWJGZ,De novo AML,EUR
PAWHAB,De novo AML,EUR
PAURGZ,TAM,AMR
PAVUDH,De novo AML,AMR
PAWHFV,De novo AML,EUR
PAWAMM,De novo AML,CSA
PAVDZI,De novo AML,AMR
PAUYUH,De novo AML,EAS
PAWXCK,De novo AML,MID
PAXSYG,De novo AML,AFR
PAWGFC,De novo AML,EUR
PAWJVZ,De novo AML,EUR
PAWSIP,TAM,EUR
PAWSHR,De novo AML,MID
PAUTVU,De novo AML,EAS
PAUVXT,De novo AML,EUR
PAVBNV,De novo AML,EAS
PAUYCA,De novo AML,EUR
PAWEBG,De novo AML,EUR
PAUTLA,TAM,EAS
PAWPLE,De novo AML,EUR
PAXLWH,De novo AML,EUR
PAVJPL,De novo AML,EUR
PAWGEW,De novo AML,AFR
PAWPCN,De novo AML,AMR
PAUUWT,De novo AML,EUR
PAWTWW,De novo AML,EUR
PAVMZL,De novo AML,EUR
PAXFWM,De novo AML,EUR
PAVAFJ,De novo AML,AFR
PAWKCU,De novo AML,AFR
PAVBEM,De novo AML,AMR
PAVESI,De novo AML,EUR
PAXRBT,DS-AML,EUR
PAVCTY,De novo AML,AMR
PAXCCW,De novo AML,EUR
PAXFSI,De novo AML,EUR
PAXLEE,De novo AML,AMR
PAWZZN,De novo AML,EUR
PAUNVN,De novo AML,EUR
PAXEBW,De novo AML,AFR
PAWSJZ,De novo AML,EUR
PAWNHW,De novo AML,EAS
PAWZVT,De novo AML,AMR
PAVIDJ,De novo AML,EUR
PAVSFB,De novo AML,EUR
PAVHWK,De novo AML,EUR
PAWEKL,De novo AML,AMR
PAYFID,De novo AML,EUR
PAXMCV,De novo AML,AFR
PAWMLK,De novo AML,EUR
PAXBLX,De novo AML,AFR
PAUKDH,De novo AML,AMR
PAWKUR,De novo AML,EUR
PAXGNZ,De novo AML,EUR
PAXLLI,De novo AML,EUR
PAXLVU,De novo AML,AMR
PAWTRR,De novo AML,EUR
PAXCEV,De novo AML,AFR
PAVRAT,De novo AML,EUR
PAXIHA,De novo AML,EUR
PAULIY,De novo AML,EUR
PAXMBP,De novo AML,AMR
PAXZLD,TAM,EUR
PAXJFS,De novo AML,EUR
PAVBFN,De novo AML,EUR
PAXAXY,De novo AML,EUR
PAWHKK,De novo AML,AMR
PAWDWA,De novo AML,EUR
PAVTWM,De novo AML,EUR
PAYDUC,De novo AML,EUR
PAVPWB,De novo AML,EUR
PAXIAZ,De novo AML,AMR
PAVKNA,De novo AML,AFR
PAYFYM,DS-AML,EUR
PAXMNG,De novo AML,EUR
PAWCLC,De novo AML,EUR
PAWNPG,De novo AML,EUR
PAWDDC,De novo AML,AMR
PAVNSJ,TAM,AMR
PAVPLL,De novo AML,EUR
PAURJK,De novo AML,EUR
PAYFXP,DS-AML,EUR
PAXJGA,De novo AML,EUR
PAVXNZ,De novo AML,EUR
PAVKJD,De novo AML,EUR
